Year,Component,Name_indicator,Indicator,Cluster type,Cluster id,Cluster,Target_year,Expected end year,End_year_achieved,Expected narrative,Achieved narrative,Cluster Link
2024,PDO,(2024-2025) PDO Indicator 3: Beneficiaries in the project area are using enhanced climate information services and/or validated climate-smart agriculture technologies (Number)​,PDO Indicator 3,Country,102085,Kenya,"57,406","70,000","300,000","We will use methodologies and instruments developed by the AICCRA M&E team to survey a sample of beneficiaries of our core technologies, targeted test based CIS advisories, radio dissemination of CIS advisories (50,000), drought tolerant crops and climate smart agronomy (15,000), Kaznet digital livestock information platform (1,000) and participatory rangeland management (4,000) to develop use case study reports for each of them (D26408, D26409, D26410, D26411, D25985). These will capture the extent to which beneficiaries use our technologies and the ways in which they are used. The free standing reports will then be aggregated into an OICR for PDO3.","We conducted comprehensive surveys, household survey and Key informants’ interview with partners to assess the utilization of core CSA technologies among beneficiaries. Different pathways were used to reach beneficiaries: KAOP platform, radio talkshows, dissemination of drought-tolerant crops seed, agro-advisories through iSAT, the Kaznet digital livestock information platform, and participatory rangeland management systems.

The findings revealed significant uptake and usage across the targeted areas, with beneficiaries integrating these solutions into their daily agricultural practices. For instance, CIS advisories disseminated through radio and targeted SMS through ISAT have equipped farmers with actionable knowledge to make climate-resilient decisions, reducing risks and enhancing productivity.

Several CSA practices saw higher adoption rates in the intervention group compared to the control group. For instance, use of cover Cropping/Mulching was significantly higher in the intervention group (68.7%) than control group (59.1%) (p = 0.046). This indicates the intervention's success in promoting the practice. Terracing or Bunds use was significantly greater in the intervention group (67.2%) compared to the control group (57.5%) (p = 0.023). Use of Improved, Drought-Tolerant, and High-Yielding Crop Varieties in the intervention group were higher (75.3%) than in control group (66.1%) (p = 0.036) showcasing the success of interventions in promoting water-saving techniques.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35897&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 4:  Enhanced climate information services and/or validated climate-smart agriculture technologies originating in one SSA country are increasingly being made accessible in other SSA countries. (Number) ​,PDO Indicator 4,Country,102085,Kenya,2,3,,"In 2024, we will see the Kaznet livestock market information system being implemented in Ethiopia through adjacent projects that build upon advances made on Kaznet under AICCRA.

We will also see AICCRA's drought tolerant crops and climate smart agronomy being implemented in South Sudan and Somalia.",To be reported the by ESA Cluster,https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35918&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 5: Beneficiaries with enhanced resilience to climate risks (Number),PDO Indicator 5,Country,102085,Kenya,"1,200,000","1,200,000","1,800,000","To reach our target of 1.2 million beneficiaries with enhanced resilience to climate risk, we will take the total number of direct beneficiaries reported under PDO2 (400k) and multiply it by 3, as suggested by the AICCRA M&E team.","PDO 2 shows that AICCRA Kenya has effectively engaged 600,000 direct beneficiaries. This leads to a total of 1.8m beneficiaries with enhance resilience through AICCRA activities.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=40866&edit=true&phaseID=425
2024,KS,"(2024-2025) IPI 1.1: Climate-relevant knowledge products, decision-making tools and advisory services created or enhanced, including GSI dimensions (Number)​",IPI 1.1,Country,102088,Ethiopia,9,12,9,"Knowledge products and DSTs: 

- Climate Risk Management in Agriculture (CRMA) Reference Guide developed for Ethiopia (https://hdl.handle.net/10568/149189)

- Climate Risk Management in Agricultural Extension (CRMAE) Facilitators' Guide (D26493), Reference Guide (D26494), and Handbook (D26495)

-Two journal publications: i) Spatiotemporal variability of soil moisture over Ethiopia and its teleconnections with remote and local drivers (D26485); ii) Adoption of CSA practices in Ethiopia (D26489)

- Five policy briefs on Climate Change Risks developed for 5 value-chains in Ethiopia to support FSRP. (D26462, D26463, D26464, D26466, D26427)

- Bundled tailored advisories prepared and accessed through API and printed Maps and web visualization: https://nextgenagroadvisory.com/

- EDACaP has been contextualized for climate information and agronomic recommendation: https://edacap.ethioagroclimate.net/#/Home

- Easy-to-use climate-relevant small-ruminant knowledge products, the Smart-pack guides developed in English translated to local languages (Amharic and Afan Oromo) (to be ready in November)

- CSA and CIS bundling framework developed for wheat enhanced and expanded to maize value-chain, including advisory routine. Additional value chains to follow.

- InfoNotes on tools and technologies to relevant government partners to create awareness initiated. E.g. https://hdl.handle.net/10568/139032

- User-friendly Dashboard for prioritizing and targeting CSA developed. User-requirements  being collected for developing dashboard for tracking impacts.
https://csa-knowledgehub.org.et/","1-Climate Risk Management in Agricultural Extension in Ethiopia and Beyond (D25647) Infonote developed.

2-Climate Risk Management in Agricultural Extension (CRMAE) Facilitators' Guide (D26493), Reference Guide (D26494), and Handbook (D26495) developed.

3-Two journal publications: i) Spatiotemporal variability of soil moisture over Ethiopia and its teleconnections with remote and local drivers (D26485); ii) Adoption of CSA practices in Ethiopia (D26489).

4- Five policy briefs on Climate Change Risks developed for five value-chains in Ethiopia to support FSRP. (D26462, D26463, D26464, D26466, D26427)

5- Easy-to-use climate-relevant small ruminant SmartPack knowledge products (D25628) developed in local languages (D25632) and radio broadcasts in local language (D25637).

6- Nextgen decision making tool with APIs are prepared and enhanced  to provide bundled advisories to end users (D25649)

7-EDACaP platform prepared and extended its applicability to provide agroclimatic information to different users (D25703)

8- Bundled tailored Agroadvisory prepared and accessed through API and printed Maps and web visualization (D24255) 

9- User-friendly Dashboard for prioritizing and targeting CSA developed. User-requirements being collected for developing dashboard for tracking impacts (D25644)  and InfoNotes on tools and technologies to relevant government partners to create awareness initiated (D25648)",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=37031&edit=true&phaseID=425
2024,PD,"(2024-2025) IPI 2.1: Climate advisory platforms/ hubs launched/ strengthened, including their focus on gender and social inclusion (Number)",IPI 2.1,Country,102088,Ethiopia,1,1,1,"- Working with the partners (Alliance, CIMMYT, ILRI, IRI, ICARDA, MoA, EIAR and others) to strengthen and support the operationalization of Ethiopia's Integrated National Ag-Data Hub. The Ethiopia AgData Hub is now fully anchored at Ministry of Agriculture (MoA), existing data sources have been identified in country (22), regionally and globally. A Pre-launch workshop planned, including planned collaboration with Theme 4 on integrating gender and disaggregated data.

- DTREO is fully developed and is being used as data management tool in Ethiopia and few other countries globally. DTREO is one of the Mini-hubs to be integrated into Ag Data hub (D26497: https://www.icarda.org/media/blog/effective-data-management-game-changer-smallholder-sheep-and-goat-breeding-programs)
 Discussions and some preliminary work is progressing, but the physical integration of DTREO will be completed during the second half of the year.

- Data collection and Organization of Climate smart landscape restoration sites of Ethiopian Land Restoration Platform (ELaRP) member is done. Dashboard development is underway using ArcGIS story Maps.","Working with the partners (Alliance, CIMMYT, ILRI, IRI, ICARDA, MoA, EIAR and others) to strengthen and support the operationalization of Ethiopia's Integrated National Ag-Data Hub (D25689) that is centralized platform integrating data from various government agencies involved in agriculture at both federal and regional levels. By consolidating disparate data systems, it provides a comprehensive view of the agricultural sector, facilitating data-driven decisions that boost farmer productivity and sustainability. The Integrated National Ag-datahub (D26393)  was further developed to improve admin dashboard, integrate datahub user guide, integrate data taxonomy tree, improve landing page and integrated with different mini-hubs including the Natural resources and aLive data lakes at MoA. Further it was linked to with Ethioseed system (D26426), the CSA knowledge hub (D254644) and ELaRP platforms (https://csa-knowledgehub.org.et/; https://csa-knowledgehub.org.et/elarp). The user-feedback system was developed and integrated with the Ag-data Hub (D25689). Currently working to integrate with NextGen agroadvisory and EDACaP (D25703, https://datahub.moa.gov.et/;   https://datahub.eiar.gov.et/)",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36422&edit=true&phaseID=425
2024,PD,(2024-2025) IPI 2.3: People engaged in AICCRA-funded capacity development activities (Number) of which at least 30% are women,IPI 2.3,Country,102088,Ethiopia,"1,559","1,600","1,596","Capacity building and co-creation activities include:

- Thirty eight (38) University staff and Post-graduate students trained on Gender responsive Climate-smart Bundled Livestock Innovations in Ethiopia, jointly supported by AICCRA (ICARDA) and the ACIAR funded projects (D26454 -https://hdl.handle.net/10568/148810).

- 30 experts have been training on site-specific agro-advisory by the Alliance (report is under preparation)

- Convened the National Climate Outlook Forum (NCOF) with 340 stakeholders, to assess the Belg 2024 season and provide an outlook for Kiremt 2024 season in partnership with 
EMI, Ministry of Water and Energy, and WMO. NCOF serves as a crucial platform for collaboration with the goal to co-design, co-produce, and co-own climate services (D25693).

- ToT targeting agricultural universities, with 43 Development Agents (DAs), subject-matter specialists and facilitators on Climate Basics; Climate Data Analysis; Climate Impacts on Agriculture; Climate-Informed Agricultural Decisions; and Climate Risk Management in Agricultural Development. (Page 31 of D25697)

Other capacity building activities planned for 2024 will be conducted in third and fourth quarters, and include: 

- ToTs from the MoA, EIAR, ATI, RARIS, and Seed Enterprise (100) on assessing seed supply and demand (30-women) led by the Alliance
- Customized training on bundled agro-advisory services for 100 farmers (30-women) led by CIMMYT","Capacity building and co-creation activities in 2024 included:

1. Field Implementation of Climate-Smart Integrated Small Ruminant Innovations (SmaRT Pack) training (D25628), 97-trainees	
2. Training sessions to enhance capacity in data management, genetic improvement and climate-smart livestock practices (D25651), 56-trainees	
3. Refresher training workshop on climate-smart feed and forage innovations (D25692), 19-trainees	
4. Kiremt 2024 National Climate Outlook Forum (NCOF): ‘Belg’ 2024 Impact Assessment and ‘Kiremt’ 2024 Impact Outlook (D25693), 340-trainees
5. Climate Risk Management for Agricultural Extension: Processes, Experiences, And Lessons Learnt from Ethiopia (D25697), 43-trainees	
6. Revamping Climate Knowledge Products in the Postgraduate Program: Extended Effort from Revamping Knowledge Products in the Undergraduate Program (D25709), 62-trainees	
7. Training on Climate-Smart Agriculture and Agroecological Practices (D25725), 50-trainees	
8. Training report on climate smart feed and forage innovations at Basona Worena Woreda, North Shewa Zone (D25728), 436-trainees	
9. Climate Smart Feed and Forage Production and Utilization Training in Hadiya Zone, Central Ethiopia (D25741), 429-trainees	
10. Forage Seed Certification Refresher Training and Policy Dialogue (D26426), 26-trainees	
11. Training of Trainers on the Gender responsive Climate-smart Bundled Livestock Innovations: Case of Community-Based Breeding Programs in Ethiopia (D26454), 38-trainees",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36569&edit=true&phaseID=425
2024,CSA,(2024-2025) IPI 3.1: Validated climate information services and climate-smart agriculture technologies disseminated / made accessible (Number),IPI 3.1,Country,102088,Ethiopia,3,6,6," 
- Forage seed has been already purchased and ready for distribution on a revolving seed supply system in Basona and Lemo sites. This effort will speed up access and use of the feed technologies (see https://hdl.handle.net/10568/141534)

- Bundled agro-climate and fertilizer advisory made accessible to farmers through Digital Green, MoA, Lersha, and Hello Erf digital platforms. Report will ready by end of the year. 

- Contextualized CSA technologies (ISFM, Cereal/legume intensification, agroforestry, and soil and water management) made accessible to farmers through Inter Aide.  

- Partnering with the media, mainly local radio to broadcast and disseminate messages on production, management and utilization of climate-smart forages. 

- Dictionaries of best-bet combinations of climate-smart agriculture (CSA) practices and agro-climate advisory routines have been prepared for the wheat value chain. The bundled information is ready to be delivered throughout the season. This is an ongoing activity and the final report will be submitted at the end of the season.

Other planned activities to be completed by end of the year.","1. ICARDA-Gender-responsive climate smart small ruminant innovation packages (smart pack) including feeding, genetics, health, markets and product quality will be disseminated/made accessible to partners and end users in Ethiopia through radio broadcasts (D25637).

 2.Gender-responsive and climate-smart Improved Forage Varieties, high-yielding and climate-resilient forage species tailored to different agroecological zones drought-tolerant and nutrient-rich forage crops to support livestock productivity Feed Processing Technologies (D25711) disseminated.

3. Bundled agroadvisory through NetXgen platform is made available (https://nextgenagroadvisory.com) (D25649). The NextGen Agroadvisory integrates climate information to generate agro-advisories.

4.  Ethiopia's Integrated National Ag-Data Hub (D25689)  that is a centralized platform developed by the Ministry of Agriculture to integrate and harmonize agricultural data from various government agencies at both federal and regional levels (https://datahub.moa.gov.et/).

5. Seed supply and demand database is already deployed (https://ethioseed.moa.gov.et/) related to forage seed (D25690) activities with specific services on best Practice and guidelines for effective forage seed management and cultivation.

6. The Climate-Smart Agriculture Knowledge Hub ((D25644) platform dedicated to providing comprehensive information on CSA practices. Its primary goal is to empower farmers, policymakers, and stakeholders with data-driven solutions to enhance agricultural productivity, resilience, and sustainability in the face of climate change. 
(https://csa-knowledgehub.org.et/)",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36779&edit=true&phaseID=425
2024,CSA,(2024-2025) IPI 3.2: Gender-smart climate information services and gender-smart climate-smart agriculture technologies reaching women through customized programs targeting their interests (Number) ​,IPI 3.2,Country,102088,Ethiopia,3,5,3,"- About 10 women led CBBPs that are fully engaged in scaling of the Smart-pack. These Smart-pack innovations developed in English, are being translated to local languages for wider reach to women-led groups to enhance women's economic empowerment opportunities, household resilience, and food security. Report under preparation

- Gender responsive advisory dissemination mechanisms are being tested for different social groups including women (link to be provided when ready)

- NextGen agro-advisory is being available through its platform and face-to-face training. For example, training was given in 48 woredas across 5 regions on various topics including the benefit and use of fertilizer recommendations (https://nextgenagroadvisory.com/)

- Advisory complemented with credit and insurance were given in the main rainy season. About 8,000 farmers in 5 regions across Ethiopia received advisory through SMS and voice blast on fertilizer recommendation. In addition, the advisory was bundled with access to finance for fertilizer from Dashen Bank and Hibret Bank in Oromia and Sidama regions. (Link to be provided)

Other planned activities include: 

- Gender-responsive and climate-smart forage seed production technologies made accessible to women farmers in 2 Ethiopian Regional States through regional government agricultural offices and link women farmers to agro-dealers for forage seed commercialization.","1. The five-year LLRP-II project starting from June 2024 and will conclude 2029 (https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099030524154535796/bosib1334703ce0d41bf4914e941b00bb0a), supporting 3 million (https://www.ena.et/web/eng/w/eng_4991566) has Stakeholder Engagement Plan (https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099121523120510772/p1800760bc9ed60d0a2270d2cc332601be) emphasizing gender-smart approaches like (i) Gender-Smart-CIS disseminated through channels accessible to women, such as women's groups, community gatherings; (ii) Gender-CSA technologies including water-saving, Improved Seed Varieties, Post-Harvest Value-Addition Energy-Efficient-equipment, poultry-farming, beekeeping, crafting.

2.The digital agro-climate advisories (D25738) led through PPPs for better decision-making across 169 districts in Ethiopia have  Gender-Smart Climate Information and CSA-Services involving Tailored Communication Channel preferred and accessible to women (D25696), such as voice messages for low-literacy users and community-based outreach via trusted DAS; Localized and Relevant Content tailored to women’s agricultural activities, including home gardens, poultry, and small-scale crop production, have Capacity Building for Women Extension Agents and Community-Based Dissemination Models where Collaboration with women’s groups and cooperatives ensures climate advisories reach women through peer learning and support networks.

3.The community-based breeding programs with SmaRT Pack innovations (D25628) enhance women's participation and ensure equitable benefits through (i) Gender-Smart-CIS and CSA with Inclusive Advisory Systems in Localized Content on livestock breeding, feeding, and health services, SmaRT-Pack climate advisories, market linkages, and updates on genetic improvement programs in ways that fit their daily routines (D25724)",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36842&edit=true&phaseID=425
2024,CSA,"(2024-2025) IPI 3.3: Use or adaptation of AICCRA-funded climate-relevant knowledge products, decision-making tools and services stated and confirmed by surveyed partners and stakeholders, at least 40% (Percentage) ​",IPI 3.3,Country,102088,Ethiopia,40,75,89,"AICCRA Ethiopia will work with the AICCRA MELIA team using a regionally administered survey on the use or adaptation of AICCRA-funded climate-relevant knowledge products, decision support tools (DSTs). Examples include: i) Access and use of  NextGen sub-seasonal forecasting by Ethiopia’s Meteorological Institute; ii) Use of climate-informed bundled agro-climate advisories by LERSHA, ATI, Digital Green, MoA; iii) Use of CRMAE modules by Universities, GIZ, MoA, Orthodox Church Development, Inter-Church Aid Commission and Norwegian Church Aid; and iv) Access and use of machine learning and AI based prediction models for drought and riverine flood forecasting by EDRMC and ERC.","Worked with the AICCRA MELIA team using a nationally administered survey on the use or adaptation of AICCRA-funded climate-relevant knowledge products, focusing on: i) CRMAE curriculum; ii) User-Centric CIS from EDACaP; and iii) Small ruminants innovations (SmaRT Pack), with achieved value of 89%.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36905&edit=true&phaseID=425
2024,CSA,(2024-2025) IPI 3.4: Policy and investment decisions influenced by engagement and information dissemination by AICCRA funded partnerships and capacity building activities (Number),IPI 3.4,Country,102088,Ethiopia,1,1,2,"- Soil and Agronomy Data Management Use and Sharing Directive developed and bieng used by the Ministry of Agriculture: https://nsis.moa.gov.et/documents/134

- Under the One CGIAR initiative, developed a technical support proposal to WB Food Systems Resilience Program (FSRP). In particular, AICCRA is currently working with EIAR and MoA FSRP management and M&E teams to identify challenges in crop and livestock, natural resources management and socioeconomics related issues in rural and urban agriculture. In addition, policy briefs developed by CIMMYT on five value chains (soybean, wheat, coffee, maize and cattle) prioritized by the Ethiopian Food Systems Resilience Program (EFSRP) were used to convene a high-level Science and Policy Workshop on Digital Climate Advisory Services for Priority Agricultural Value Chains in Ethiopia to  support the EFSRP. An additional policy brief ""Are Investments in Digitalization of Agro-climate Advisory Service Profitable"" developed as well. The briefs - D25691, D26462, D26463, D26464, D26465, D26466.

- Three universities (Debark, Wolkite and Selale) have partnered with ICARDA to establish CSVs to implement smart pack in at least two villages each, with each university allocating USD 16,956 per year (USD 50,868 in total) for implementation.","-Partnered with Ethiopian Federal Democratic Republic Ministry of Planning and Development and Ministry of Women and Social Affairs, to develop a national Climate Change Gender Action Plan (CCGAP) (D25712). Focuses on eight sectors: Agriculture and Food Security; Forest and Biodiversity; Water and Energy; Disaster Risk Reduction and Climate Services; Health; Education; Urban and Infrastructure; and Transport and Industry. Envisioned to integrate gender-responsive strategies into climate policies, strategies, programs and actions. Seeks to empower women, enhance their resilience, and ensure their active participation in climate action.

-Soil and Agronomy Data Management Use and Sharing Directive developed and being used by the Ministry of Agriculture: https://nsis.moa.gov.et/documents/134

-AICCRA technically contributed to the design of a $424 million Lowland Livelihood Resilience Project-II (https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099030524154535796/bosib1334703ce0d41bf4914e941b00bb0a), supporting 3 million marginalized pastoral and agropastoral communities in Ethiopia (https://www.ena.et/web/eng/w/eng_4991566).  Specifically, AICCRA supported designing Monitoring, Evaluation, and Learning framework.  

-AICCRA initiated co-development of Food Systems Resilience Program (FSRP) proposal through input into technical components (D25691) for enhancing the Maize Value Chain (D26462),	the Coffee Value Chain (D26463),  the Cattle Value Chain  (D26464), 	and the Soybean Value Chain (D26466) and wheat value chain (D25691). In addition, an assessment of the profitability of investments in Digitalization of Agro-climate Advisory Service (D26465) completed.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36947&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 1: Partners and stakeholders in the Project area increasingly accessing enhanced climate information services and/or validated climate-smart agriculture indicators (Numbers)​,PDO Indicator 1,Country,102088,Ethiopia,2,5,5,"- Tailored agro-climate advisory for Kiremit 2024 season delivered to 100 woredas through Lersha, an ongoing activity throughout the main planting seasons. Report under preparation.

- Bundled agro-advisories for Maize (3 districts) and wheat (15 districts) disseminated through Digital green, Lersha (D25637). Similar process initiated for Teff and Lime.  https://nextgenagroadvisory.com/
 
- Convened the National Climate Outlook Forum (NCOF) with 340 stakeholders, to assess the Belg 2024 season and provide an outlook for Kiremt 2024 season in partnership with EMI, MoWE and WMO (D25693). NCOF is an important platform for collaboration among decision makers, climate scientists, researchers, media, climate information users, and development partners. 

- Livestock and natural resources data lakes standards have been mapped into the national Ag-datahub for inter-operability. Major national data population and harvesting being conducted: https://datahub.moa.gov.et/

- Creating functional linkages for commercialization of forage seed business model initiated with regional and federal research centers, Universities, ATI, SNV, Land O’Lakes, private sector, Ethiopian Agriculture Authority. (see https://hdl.handle.net/10568/140675; https://hdl.handle.net/10568/138868)

- ICARDA working with 23 Universities in Ethiopia to scale Smart-pack, three of which started accessing smart-pack CSA innovations in 2024.
 
- FANA Radio accessing and broadcasting fattening practices as part of Smart-pack in Doyogena. Report under preparation.","Partners and stakeholders accessing enhanced climate information services and/or validated climate-smart agriculture included:

1. Bundled  (fertilizer+organic+CSA+climate+lime) agro-advisories disseminated through Digital Green (D25736, D25637) to 63,592-farmers in 18-districts and Lersha  for 8,000 farmers and  Hello-Erf . (https://nextgenagroadvisory.com/)

2. In partnership with EMI, MoWE and WMO, a National Climate Outlook Forum (NCOF) convened with 340 stakeholders to assess the Belg 2024 season and provide an outlook for Kiremt 2024 season in  (D25693).  NCOF is an important platform for collaboration among decision makers, climate scientists, researchers, media, climate information users, and development partners.

3. Livestock and natural resources data lakes standards have been mapped into the national Ag-datahub for inter-operability. Major national data population and harvesting being conducted (D25689)

4. Commercialization of forage seed business model initiated with EIAR, universities, government-agencies, private sector (D25690, D25652) and training on digital Ethio-seed hub.

5. ICARDA working with 23 Universities to scale Smart-pack, three of which started accessing smart-pack CSA innovations in 2024 (D25694) 

6. Landscape restoration scaling through Ethiopia Landscape Restoration Platform (D25710) through 20-universities, MoA, ATI, InterAide. InterAide partnership with Rural Community Based Development Initiative Association (RCBDIA) scaling CSA-agroecology via Bureau-of-Agriculture of three regional states (Sidama, Central-Ethiopia, and Southern-Ethiopia)",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35624&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 2: Beneficiaries in the project area are increasingly accessing enhanced climate information services and/or validated climate-smart agriculture technologies. (Numbers)​,PDO Indicator 2,Country,102088,Ethiopia,"34,616","36,800","105,031","- Three universities have allocated funds and established climate-smart villages and implementing Smart-pack innovations in 6 villages. Through this implementation and media (FANA Radio and EBC), about 3000 men and women farmers are accessing the smart-packs. The report is under preparation (D25727).

- Bundled advisories have been provided, with farmers accessing agro-climate and fertilizer advisory through Digital Green, MoA, Lersha, and Hello Erf digital platforms. Given that this is on-going process, the total number of farmers reached will be provided by end of the year reporting.

- Contextualized CSA technologies, including ISFM, Cereal/legume intensification, agroforestry, and soil and water management have been provided to farmers through Inter Aide, with the total number of farmers to be documented by end of the year. 

- Partnering with the media, mainly local radio to broadcast messages on production, management and utilization of climate -mart forages. In addition, training programs are being organized for for farmers and extension staff at different sites.

- GiZ and MoA have trained Watershed committees, and farmers and livestock keepers on CRMAE, and CRMAE is integrated in watershed plans. Report under preparation. 

- Other planned activities ongoing","1. About 89,823 smallholder farmers accessed climate Information and digital agricultural advisories (D25738) in partnership with Digital-Green and Lersha  whereby  different soil and water conservation  practices were undertaken over 5,205 hectares in Hadiya and Kembata zones of Central Ethiopia (D25736,  D25695)

2. 9,208 smallholder farmers accessed site-specific fertilizer recommendation (SSFR) advisory through the LERSHA digital platform and through MoA's Extension Division within Agricultural Commercialization Clusters (ACCs)  (D25736)

3. Three Universities supported 6 CBBP villages by investing 63018 USD to give access to SmaRT pack innovations for 4,000 family members (D25694, D25727) with media (FANA-Radio and EBC) linkages.

4. 2,000 women and men farmers and livestock keepers accessing climate-smart feed and forage innovations, including improved seeds through in-person training, radio, and voice-blast via mobile phones (D25741,  D25728, D25692)

5. 100 beneficiaries (ATVET students, 30%-women) accessing enhanced CRMAE curriculum bundled with Maprooms, NextGen forecast, SIMAGRI, PICSA through the EMI platform (D25737)",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35687&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 3: Beneficiaries in the project area are using enhanced climate information services and/or validated climate-smart agriculture technologies (Number)​,PDO Indicator 3,Country,102088,Ethiopia,"48,747","49,000","171,510","The exact numbers will be confirmed by end of the year, with plans underway to conduct household surveys and adoption studies. The 2024 beneficiaries expected to be using CIS and CSA include:

- About 5,000 using bundled agronomic and fertilizer advisory through Digital Green, MoA, Lersha, and Hello Erf digital platforms. 
https://lookerstudio.google.com/u/0/reporting/010707fb-fc8c-4dd8-8960-e7f44d4818a2/page/p_x7fvipf16c
 
- About 6,000 farmers using bundled contextualized CSA technologies (ISFM, Cereal/legume intensification, agroforestry, soil and water conservation - SWC) through Inter Aide platforms. Organized a workshop (see https://alliancebioversityciat.org/stories/advancing-institutional-innovations-scaling-soil-water-conservation-ethiopia)

- About 8,000 smallholder farmers using CIS and digital-agro-advisories along with inputs, mechanization, and credit in the 2024 main season through expanded public-private partnerships (ATI and GAS) for the production of wheat, maize, barley, sorghum, soybean, and common bean crops using EDACaP digital platform.

- Through clustering approach, livestock keepers and extension using bundled CSA small ruminant technologies (SmartPacks). A new cluster for goat populations in the southern Ethiopia in established, where beneficiaries has reached 10,000. 

- About 5,000 farmers use climate-smart forage and feed innovations, including improved seeds through a partnership with RARIS, MoA extension system, and NGOs. Discussion has initiated with the extension system at different sites to implement the plans during third and fourth quarters.","An adoption study was done  to establish the level of use of enhanced CIS-CSA (D25696). It was established that from 2021 total of  57,438 (18%) out of 319,100-farmers reached by CIMMYT used CIS and digital-agricultural-advisories along with inputs, mechanization, credit through expanded PPPs for wheat, maize, barley, sorghum, soybean, and common beans (D25736)

Since 2022, 73% of farmers (53,144) out of total 72,800-farmers reached by Alliance have adopted and used site-specific fertilizer recommendation (SSFR) advisory in partnership with Digital green (D25736) and Lersha where bundling with credit and insurance services to enabling them to access and manage loans, investments (D25696, D25736). In Hadiya and Kembata Zones of central-Ethiopia, farmers who gained knowledge and skills in soil and water conservation  practices have conserved over 5,205 hectares (D25725, D25695)

Since 2021, 68% of farmers (60,928) out of the total 89,600-farmers reached by ICARDA have adopted and used SmaRT-pack innovations (D25696). These women and men livestock keepers and extension agents in 3 Ethiopian Regional States are using bundled CSA small ruminant technologies (SmartPacks) through engagements with MoA, RARIs, universities-managed CSVs, and media (FANA, EBC, 30%-women) to enhance the productivity of small ruminants. The notable technologies include climate-smart forage and feed innovations.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36380&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 5: Beneficiaries with enhanced resilience to climate risks (Number),PDO Indicator 5,Country,102088,Ethiopia,"103,848","103,848","105,031","To reach our target of beneficiaries with enhanced resilience to climate risk, we will take the total number of direct beneficiaries reported under PDO2 and multiply it by a factor in consultation by activity leaders and AICCRA M&E team.","From PDO2:, there are 105,031 beneficiaries in the project area increasingly accessing enhanced CIS-CSA technologies. Enhanced resilience to climate risks is as follows:

1. Climate Information and Digital Agricultural Advisories has 89,823-farmers enables farmers to make informed decisions about planting, harvesting, and water management. 

2. Site-Specific Fertilizer Recommendation (SSFR) has 9,208-farmers in Agricultural Commercialization Clusters (ACCs). Ensures optimized fertilizer use, improving soil health and crop productivity while reducing environmental degradation.

3. Community-Based Breeding Programs (CBBP) has 4,000 family members in 6 villages supported by three universities. Access to SmaRT pack innovations improves livestock breeding, feeding, and health, ensuring better productivity and resilience of livestock to climatic stresses. Media linkages through FANA-Radio and the Ethiopian Broadcasting Corporation amplify awareness and dissemination.

4. Climate-Smart Feed and Forage Innovations has 2,000 farmers and livestock keepers. Training provides actionable knowledge about using improved feed and forage innovations. Access to improved seeds enhances the quality and availability of livestock feed, supporting better nutrition and resilience of animals to extreme weather conditions.

5. Enhanced CRMAE Curriculum with Advanced Tools. Beneficiaries: 100 ATVET students. Training on advanced tools like Maprooms, NextGen forecasts, SIMAGRI, and PICSA equips students with skills to analyze and respond to climate risks effectively.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=41159&edit=true&phaseID=425
